Success,Tactic,Technique-name,ability-name,Technique-id,operation_fname,adversary_id,atomic_ordering,NAME
Initial-Success,multiple,multiple :: Abuse Elevation Control Mechanism: Bypass User Account Control,multiple :: ['WinPwn - UAC Bypass ccmstp technique'],multiple :: T1548.002,operation__atomic_windows_depfalse_pshtrue__t1548_002__multiple__abuse_elevation_control_mechanism-_bypass_user_account_control__1bb96a80fd7968839ead470953ffb738__SAVED_2024-03-08_212702,atomic_windows_depfalse_pshtrue__t1548_002__multiple__abuse_elevation_control_mechanism-_bypass_user_account_control__1bb96a80fd7968839ead470953ffb738,['1bb96a80fd7968839ead470953ffb738'],['WinPwn - UAC Bypass ccmstp technique']
Initial-Success,multiple,multiple :: Boot or Logon Autostart Execution: Shortcut Modification,multiple :: ['Create shortcut to cmd in startup folders'],multiple :: T1547.009,operation__atomic_windows_depfalse_pshtrue__t1547_009__multiple__boot_or_logon_autostart_execution-_shortcut_modification__501af516bd8b24fee0c7c650ae5cc861__SAVED_2024-03-08_204627,atomic_windows_depfalse_pshtrue__t1547_009__multiple__boot_or_logon_autostart_execution-_shortcut_modification__501af516bd8b24fee0c7c650ae5cc861,['501af516bd8b24fee0c7c650ae5cc861'],['Create shortcut to cmd in startup folders']
Initial-Success,multiple,multiple :: Boot or Logon Autostart Execution: LSASS Driver,multiple :: ['Modify Registry to load Arbitrary DLL into LSASS - LsaDbExtPt'],multiple :: T1547.008,operation__atomic_windows_depfalse_pshtrue__t1547_008__multiple__boot_or_logon_autostart_execution-_lsass_driver__4572792b7173c41d22a827610b8f8890__SAVED_2024-03-08_203944,atomic_windows_depfalse_pshtrue__t1547_008__multiple__boot_or_logon_autostart_execution-_lsass_driver__4572792b7173c41d22a827610b8f8890,['4572792b7173c41d22a827610b8f8890'],['Modify Registry to load Arbitrary DLL into LSASS - LsaDbExtPt']
Initial-Success,multiple,multiple :: Boot or Logon Autostart Execution: Kernel Modules and Extensions,multiple :: ['Snake Malware Kernel Driver Comadmin'],multiple :: T1547.006,operation__atomic_windows_depfalse_pshtrue__t1547_006__multiple__boot_or_logon_autostart_execution-_kernel_modules_and_extensions__bdd0be771e2462e572e2ecfbe5bf2eb7__SAVED_2024-03-08_203259,atomic_windows_depfalse_pshtrue__t1547_006__multiple__boot_or_logon_autostart_execution-_kernel_modules_and_extensions__bdd0be771e2462e572e2ecfbe5bf2eb7,['bdd0be771e2462e572e2ecfbe5bf2eb7'],['Snake Malware Kernel Driver Comadmin']
Initial-Success,multiple,multiple :: Boot or Logon Autostart Execution: Security Support Provider,multiple :: ['Modify HKLM:\\System\\CurrentControlSet\\Control\\Lsa Security Support Provider configuration in registry'],multiple :: T1547.005,operation__atomic_windows_depfalse_pshtrue__t1547_005__multiple__boot_or_logon_autostart_execution-_security_support_provider__bd9f08eb7c3215b8a6a7dd1af9ea406a__SAVED_2024-03-08_201931,atomic_windows_depfalse_pshtrue__t1547_005__multiple__boot_or_logon_autostart_execution-_security_support_provider__bd9f08eb7c3215b8a6a7dd1af9ea406a,['bd9f08eb7c3215b8a6a7dd1af9ea406a'],['Modify HKLM:\\System\\CurrentControlSet\\Control\\Lsa Security Support Provider configuration in registry']
Initial-Success,multiple,multiple :: Boot or Logon Autostart Execution: Winlogon Helper DLL,multiple :: ['Winlogon Notify Key Logon Persistence - PowerShell'],multiple :: T1547.004,operation__atomic_windows_depfalse_pshtrue__t1547_004__multiple__boot_or_logon_autostart_execution-_winlogon_helper_dll__f7c881e0d021a2f5b45546b5d0b4998e__SAVED_2024-03-08_201247,atomic_windows_depfalse_pshtrue__t1547_004__multiple__boot_or_logon_autostart_execution-_winlogon_helper_dll__f7c881e0d021a2f5b45546b5d0b4998e,['f7c881e0d021a2f5b45546b5d0b4998e'],['Winlogon Notify Key Logon Persistence - PowerShell']
Initial-Success,multiple,multiple :: Boot or Logon Autostart Execution: Winlogon Helper DLL,multiple :: ['Winlogon HKLM Shell Key Persistence - PowerShell'],multiple :: T1547.004,operation__atomic_windows_depfalse_pshtrue__t1547_004__multiple__boot_or_logon_autostart_execution-_winlogon_helper_dll__dc74af5b90b9cbb4dcfbcaaa3e412a5e__SAVED_2024-03-08_200602,atomic_windows_depfalse_pshtrue__t1547_004__multiple__boot_or_logon_autostart_execution-_winlogon_helper_dll__dc74af5b90b9cbb4dcfbcaaa3e412a5e,['dc74af5b90b9cbb4dcfbcaaa3e412a5e'],['Winlogon HKLM Shell Key Persistence - PowerShell']
Initial-Success,multiple,multiple :: Boot or Logon Autostart Execution: Winlogon Helper DLL,multiple :: ['Winlogon HKLM Userinit Key Persistence - PowerShell'],multiple :: T1547.004,operation__atomic_windows_depfalse_pshtrue__t1547_004__multiple__boot_or_logon_autostart_execution-_winlogon_helper_dll__92578413245a3418c9dc21dc5db784ff__SAVED_2024-03-08_195920,atomic_windows_depfalse_pshtrue__t1547_004__multiple__boot_or_logon_autostart_execution-_winlogon_helper_dll__92578413245a3418c9dc21dc5db784ff,['92578413245a3418c9dc21dc5db784ff'],['Winlogon HKLM Userinit Key Persistence - PowerShell']
Initial-Success,multiple,multiple :: Boot or Logon Autostart Execution: Winlogon Helper DLL,multiple :: ['Winlogon Shell Key Persistence - PowerShell'],multiple :: T1547.004,operation__atomic_windows_depfalse_pshtrue__t1547_004__multiple__boot_or_logon_autostart_execution-_winlogon_helper_dll__7cd5d1852fb4a534fa9b735288ca158f__SAVED_2024-03-08_195238,atomic_windows_depfalse_pshtrue__t1547_004__multiple__boot_or_logon_autostart_execution-_winlogon_helper_dll__7cd5d1852fb4a534fa9b735288ca158f,['7cd5d1852fb4a534fa9b735288ca158f'],['Winlogon Shell Key Persistence - PowerShell']
Initial-Success,multiple,multiple :: Boot or Logon Autostart Execution: Winlogon Helper DLL,multiple :: ['Winlogon Userinit Key Persistence - PowerShell'],multiple :: T1547.004,operation__atomic_windows_depfalse_pshtrue__t1547_004__multiple__boot_or_logon_autostart_execution-_winlogon_helper_dll__5c23188ed301af9f1b6b55d4f3f60b46__SAVED_2024-03-08_194555,atomic_windows_depfalse_pshtrue__t1547_004__multiple__boot_or_logon_autostart_execution-_winlogon_helper_dll__5c23188ed301af9f1b6b55d4f3f60b46,['5c23188ed301af9f1b6b55d4f3f60b46'],['Winlogon Userinit Key Persistence - PowerShell']
Initial-Success,multiple,multiple :: Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,multiple :: ['SystemBC Malware-as-a-Service Registry'],multiple :: T1547.001,"operation__atomic_windows_depfalse_pshtrue__t1547_001__multiple__boot_or_logon_autostart_execution-_registry_run_keys_,_startup_folder__9b74d10b3164f13d357830d1a6ee334a__SAVED_2024-03-08_190529","atomic_windows_depfalse_pshtrue__t1547_001__multiple__boot_or_logon_autostart_execution-_registry_run_keys_,_startup_folder__9b74d10b3164f13d357830d1a6ee334a",['9b74d10b3164f13d357830d1a6ee334a'],['SystemBC Malware-as-a-Service Registry']
Initial-Success,multiple,multiple :: Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,multiple :: ['PowerShell Registry RunOnce'],multiple :: T1547.001,"operation__atomic_windows_depfalse_pshtrue__t1547_001__multiple__boot_or_logon_autostart_execution-_registry_run_keys_,_startup_folder__3c0760559a620aad7664cdf98f486127__SAVED_2024-03-08_185202","atomic_windows_depfalse_pshtrue__t1547_001__multiple__boot_or_logon_autostart_execution-_registry_run_keys_,_startup_folder__3c0760559a620aad7664cdf98f486127",['3c0760559a620aad7664cdf98f486127'],['PowerShell Registry RunOnce']
Initial-Success,multiple,multiple :: Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,multiple :: ['Add Executable Shortcut Link to User Startup Folder'],multiple :: T1547.001,"operation__atomic_windows_depfalse_pshtrue__t1547_001__multiple__boot_or_logon_autostart_execution-_registry_run_keys_,_startup_folder__1f15ab22c39a9b6bb2bb0d77276dfcb3__SAVED_2024-03-08_181828","atomic_windows_depfalse_pshtrue__t1547_001__multiple__boot_or_logon_autostart_execution-_registry_run_keys_,_startup_folder__1f15ab22c39a9b6bb2bb0d77276dfcb3",['1f15ab22c39a9b6bb2bb0d77276dfcb3'],['Add Executable Shortcut Link to User Startup Folder']
Initial-Success,multiple,multiple :: Event Triggered Execution,multiple :: ['HKCU - Persistence using CommandProcessor AutoRun key (Without Elevation)'],multiple :: T1546,operation__atomic_windows_depfalse_pshtrue__t1546__multiple__event_triggered_execution__495536c73651969fd80a8f263c293194__SAVED_2024-03-08_173811,atomic_windows_depfalse_pshtrue__t1546__multiple__event_triggered_execution__495536c73651969fd80a8f263c293194,['495536c73651969fd80a8f263c293194'],['HKCU - Persistence using CommandProcessor AutoRun key (Without Elevation)']
Initial-Success,multiple,multiple :: Event Triggered Execution,multiple :: ['HKLM - Persistence using CommandProcessor AutoRun key (With Elevation)'],multiple :: T1546,operation__atomic_windows_depfalse_pshtrue__t1546__multiple__event_triggered_execution__50a9be8bbff4d4ffe0b699cb8d040c6d__SAVED_2024-03-08_174453,atomic_windows_depfalse_pshtrue__t1546__multiple__event_triggered_execution__50a9be8bbff4d4ffe0b699cb8d040c6d,['50a9be8bbff4d4ffe0b699cb8d040c6d'],['HKLM - Persistence using CommandProcessor AutoRun key (With Elevation)']
Initial-Success,multiple,multiple :: Event Triggered Execution,multiple :: ['Persistence with Custom AutodialDLL'],multiple :: T1546,"Did find a ""setvaluekey"" event for \\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Services\\WinSock2\\Parameters. However, there is still not ambiguity as the key behavior for this TTP is setting that registry's name ""AutodialDLL"" to a particualar value. But there is no 100% evidence that that 'setvaluekey' event corresponds to setting the value of key ""AutodialDLL""",atomic_windows_depfalse_pshtrue__t1546__multiple__event_triggered_execution__2fc2b9c9b48990938653dbe8966d487d,['2fc2b9c9b48990938653dbe8966d487d'],['Persistence with Custom AutodialDLL']
Initial-Success,multiple,multiple :: Event Triggered Execution: Component Object Model Hijacking,multiple :: ['Powershell Execute COM Object'],multiple :: T1546.015,operation__atomic_windows_depfalse_pshtrue__t1546_015__multiple__event_triggered_execution-_component_object_model_hijacking__d94bcdfc9d0f769b062e1960f7af6804__SAVED_2024-03-08_172448,atomic_windows_depfalse_pshtrue__t1546_015__multiple__event_triggered_execution-_component_object_model_hijacking__d94bcdfc9d0f769b062e1960f7af6804,['d94bcdfc9d0f769b062e1960f7af6804'],['Powershell Execute COM Object']
Initial-Success,multiple,multiple :: Event Triggered Execution: Component Object Model Hijacking,multiple :: ['COM Hijacking - InprocServer32'],multiple :: T1546.015,operation__atomic_windows_depfalse_pshtrue__t1546_015__multiple__event_triggered_execution-_component_object_model_hijacking__3c8ae3452b200f3509b14463df78068c__SAVED_2024-03-08_171122,atomic_windows_depfalse_pshtrue__t1546_015__multiple__event_triggered_execution-_component_object_model_hijacking__3c8ae3452b200f3509b14463df78068c,['3c8ae3452b200f3509b14463df78068c'],['COM Hijacking - InprocServer32']
Initial-Success,multiple,multiple :: Event Triggered Execution: Component Object Model Hijacking,multiple :: ['COM hijacking via TreatAs'],multiple :: T1546.015,operation__atomic_windows_depfalse_pshtrue__t1546_015__multiple__event_triggered_execution-_component_object_model_hijacking__2db3b2385ba856424bfe130f69fc0529__SAVED_2024-03-08_170444,atomic_windows_depfalse_pshtrue__t1546_015__multiple__event_triggered_execution-_component_object_model_hijacking__2db3b2385ba856424bfe130f69fc0529,['2db3b2385ba856424bfe130f69fc0529'],['COM hijacking via TreatAs']
Initial-Success,multiple,multiple :: Event Triggered Execution: Image File Execution Options Injection,multiple :: ['GlobalFlags in Image File Execution Options'],multiple :: T1546.012,operation__atomic_windows_depfalse_pshtrue__t1546_012__multiple__event_triggered_execution-_image_file_execution_options_injection__7f43a2b144f2534eb979d2b6638e0283__SAVED_2024-03-08_165127,atomic_windows_depfalse_pshtrue__t1546_012__multiple__event_triggered_execution-_image_file_execution_options_injection__7f43a2b144f2534eb979d2b6638e0283,['7f43a2b144f2534eb979d2b6638e0283'],['GlobalFlags in Image File Execution Options']
Initial-Success,multiple,multiple :: Event Triggered Execution: AppCert DLLs,multiple :: ['Create registry persistence via AppCert DLL'],multiple :: T1546.009,operation__atomic_windows_depfalse_pshtrue__t1546_009__multiple__event_triggered_execution-_appcert_dlls__5d4905a2f789ff40c53b1ea8ee53df3d__SAVED_2024-03-08_163134,atomic_windows_depfalse_pshtrue__t1546_009__multiple__event_triggered_execution-_appcert_dlls__5d4905a2f789ff40c53b1ea8ee53df3d,['5d4905a2f789ff40c53b1ea8ee53df3d'],['Create registry persistence via AppCert DLL']
Initial-Success,multiple,multiple :: Event Triggered Execution: Windows Management Instrumentation Event Subscription,multiple :: ['Windows MOFComp.exe Load MOF File'],multiple :: T1546.003,operation__atomic_windows_depfalse_pshtrue__t1546_003__multiple__event_triggered_execution-_windows_management_instrumentation_event_subscription__248be98ef985ef5053a26ed7cd929c14__SAVED_2024-03-08_160512,atomic_windows_depfalse_pshtrue__t1546_003__multiple__event_triggered_execution-_windows_management_instrumentation_event_subscription__248be98ef985ef5053a26ed7cd929c14,['248be98ef985ef5053a26ed7cd929c14'],['Windows MOFComp.exe Load MOF File']
Initial-Success,discovery,discovery :: Software Discovery,discovery :: ['Applications Installed'],discovery :: T1518,operation__atomic_windows_depfalse_pshtrue__t1518__discovery__software_discovery__b5fe84fa9fb8216512867a039a61db20__SAVED_2024-03-08_152539,atomic_windows_depfalse_pshtrue__t1518__discovery__software_discovery__b5fe84fa9fb8216512867a039a61db20,['b5fe84fa9fb8216512867a039a61db20'],['Applications Installed']
Initial-Success,discovery,discovery :: Software Discovery,discovery :: ['WinPwn - DotNet'],discovery :: T1518,operation__atomic_windows_depfalse_pshtrue__t1518__discovery__software_discovery__0954576f69ca8e140f2cdc9e58b36ff9__SAVED_2024-03-08_151228,atomic_windows_depfalse_pshtrue__t1518__discovery__software_discovery__0954576f69ca8e140f2cdc9e58b36ff9,['0954576f69ca8e140f2cdc9e58b36ff9'],['WinPwn - DotNet']
Initial-Success,discovery,discovery :: Software Discovery: Security Software Discovery,discovery :: ['Security Software Discovery - powershell'],discovery :: T1518.001,operation__atomic_windows_depfalse_pshtrue__t1518_001__discovery__software_discovery-_security_software_discovery__e922717a38fc8806bc9b56b111b999ff__SAVED_2024-03-08_150553,atomic_windows_depfalse_pshtrue__t1518_001__discovery__software_discovery-_security_software_discovery__e922717a38fc8806bc9b56b111b999ff,['e922717a38fc8806bc9b56b111b999ff'],['Security Software Discovery - powershell']
Initial-Success,discovery,discovery :: Software Discovery: Security Software Discovery,discovery :: ['Security Software Discovery - Windows Defender Enumeration'],discovery :: T1518.001,operation__atomic_windows_depfalse_pshtrue__t1518_001__discovery__software_discovery-_security_software_discovery__d8dbc446fea6514a712803194b10cb75__SAVED_2024-03-08_145915,atomic_windows_depfalse_pshtrue__t1518_001__discovery__software_discovery-_security_software_discovery__d8dbc446fea6514a712803194b10cb75,['d8dbc446fea6514a712803194b10cb75'],['Security Software Discovery - Windows Defender Enumeration']
Initial-Success,multiple,multiple :: Virtualization/Sandbox Evasion: System Checks,multiple :: ['Detect Virtualization Environment (Windows)'],multiple :: T1497.001,"operation__atomic_windows_depfalse_pshtrue__t1497_001__multiple__virtualization,sandbox_evasion-_system_checks__e9e69b4fedb8e40d634865ce9a3192dc__SAVED_2024-03-08_142620","atomic_windows_depfalse_pshtrue__t1497_001__multiple__virtualization,sandbox_evasion-_system_checks__e9e69b4fedb8e40d634865ce9a3192dc",['e9e69b4fedb8e40d634865ce9a3192dc'],['Detect Virtualization Environment (Windows)']
Initial-Success,multiple,multiple :: Virtualization/Sandbox Evasion: System Checks,multiple :: ['Detect Virtualization Environment via WMI Manufacturer/Model Listing (Windows)'],multiple :: T1497.001,"operation__atomic_windows_depfalse_pshtrue__t1497_001__multiple__virtualization,sandbox_evasion-_system_checks__64ccf7cd4358a0540ab51c8015c1b744__SAVED_2024-03-08_141944","atomic_windows_depfalse_pshtrue__t1497_001__multiple__virtualization,sandbox_evasion-_system_checks__64ccf7cd4358a0540ab51c8015c1b744",['64ccf7cd4358a0540ab51c8015c1b744'],['Detect Virtualization Environment via WMI Manufacturer/Model Listing (Windows)']
Initial-Success,impact,impact :: Defacement: Internal Defacement,impact :: ['Configure LegalNoticeCaption and LegalNoticeText registry keys to display ransom message'],impact :: T1491.001,operation__atomic_windows_depfalse_pshtrue__t1491_001__impact__defacement-_internal_defacement__2fc2e45dde68ab78a97a22ca138652e1__SAVED_2024-03-08_140637,atomic_windows_depfalse_pshtrue__t1491_001__impact__defacement-_internal_defacement__2fc2e45dde68ab78a97a22ca138652e1,['2fc2e45dde68ab78a97a22ca138652e1'],['Configure LegalNoticeCaption and LegalNoticeText registry keys to display ransom message']
Initial-Success,impact,impact :: Inhibit System Recovery,impact :: ['Windows - Delete Volume Shadow Copies via WMI with PowerShell'],impact :: T1490,operation__atomic_windows_depfalse_pshtrue__t1490__impact__inhibit_system_recovery__e90756bb6dcd21462dc4cc452661df91__SAVED_2024-03-08_140001,atomic_windows_depfalse_pshtrue__t1490__impact__inhibit_system_recovery__e90756bb6dcd21462dc4cc452661df91,['e90756bb6dcd21462dc4cc452661df91'],['Windows - Delete Volume Shadow Copies via WMI with PowerShell']
Initial-Success,impact,impact :: Inhibit System Recovery,impact :: ['Windows - vssadmin Resize Shadowstorage Volume'],impact :: T1490,operation__atomic_windows_depfalse_pshtrue__t1490__impact__inhibit_system_recovery__409acf7907007b041753a5f452b3df9b__SAVED_2024-03-08_135325,atomic_windows_depfalse_pshtrue__t1490__impact__inhibit_system_recovery__409acf7907007b041753a5f452b3df9b,['409acf7907007b041753a5f452b3df9b'],['Windows - vssadmin Resize Shadowstorage Volume']
Initial-Success,multiple,multiple :: Domain Policy Modification: Group Policy Modification,multiple :: ['LockBit Black - Modify Group policy settings -Powershell'],multiple :: T1484.001,operation__atomic_windows_depfalse_pshtrue__t1484_001__multiple__domain_policy_modification-_group_policy_modification__5e0427f03faf554046c6a29864087b49__SAVED_2024-03-08_133344,atomic_windows_depfalse_pshtrue__t1484_001__multiple__domain_policy_modification-_group_policy_modification__5e0427f03faf554046c6a29864087b49,['5e0427f03faf554046c6a29864087b49'],['LockBit Black - Modify Group policy settings -Powershell']
Initial-Success,command-and-control,command-and-control :: Remote Access Software,command-and-control :: ['LogMeIn Files Detected Test on Windows'],command-and-control :: T1219,operation__atomic_windows_depfalse_pshtrue__t1219__command-and-control__remote_access_software__f1b3fca18d7465cd10e5a7477a3bf97d__SAVED_2024-03-08_130054,atomic_windows_depfalse_pshtrue__t1219__command-and-control__remote_access_software__f1b3fca18d7465cd10e5a7477a3bf97d,['f1b3fca18d7465cd10e5a7477a3bf97d'],['LogMeIn Files Detected Test on Windows']
Initial-Success,command-and-control,command-and-control :: Remote Access Software,command-and-control :: ['GoToAssist Files Detected Test on Windows'],command-and-control :: T1219,operation__atomic_windows_depfalse_pshtrue__t1219__command-and-control__remote_access_software__b6ebae300e5ff115e965cc9179d4f831__SAVED_2024-03-08_051519,atomic_windows_depfalse_pshtrue__t1219__command-and-control__remote_access_software__b6ebae300e5ff115e965cc9179d4f831,['b6ebae300e5ff115e965cc9179d4f831'],['GoToAssist Files Detected Test on Windows']
Initial-Success,command-and-control,command-and-control :: Remote Access Software,command-and-control :: ['AnyDesk Files Detected Test on Windows'],command-and-control :: T1219,operation__atomic_windows_depfalse_pshtrue__t1219__command-and-control__remote_access_software__aada5380e7d0a4c7b71f2a324d9d5327__SAVED_2024-03-08_050433,atomic_windows_depfalse_pshtrue__t1219__command-and-control__remote_access_software__aada5380e7d0a4c7b71f2a324d9d5327,['aada5380e7d0a4c7b71f2a324d9d5327'],['AnyDesk Files Detected Test on Windows']
Initial-Success,defense-evasion,defense-evasion :: Signed Binary Proxy Execution,defense-evasion :: ['LOLBAS CustomShellHost to Spawn Process'],defense-evasion :: T1218,operation__atomic_windows_depfalse_pshtrue__t1218__defense-evasion__signed_binary_proxy_execution__51ef5578afcd873709d2c7672234e57b__SAVED_2024-03-08_033805,atomic_windows_depfalse_pshtrue__t1218__defense-evasion__signed_binary_proxy_execution__51ef5578afcd873709d2c7672234e57b,['51ef5578afcd873709d2c7672234e57b'],['LOLBAS CustomShellHost to Spawn Process']
Initial-Success,defense-evasion,defense-evasion :: Signed Binary Proxy Execution: Regsvcs/Regasm,defense-evasion :: ['Regsvcs Uninstall Method Call Test'],defense-evasion :: T1218.009,"operation__atomic_windows_depfalse_pshtrue__t1218_009__defense-evasion__signed_binary_proxy_execution-_regsvcs,regasm__78931aaa8e328d30a3e47f61e2899b3b__SAVED_2024-03-08_031039","atomic_windows_depfalse_pshtrue__t1218_009__defense-evasion__signed_binary_proxy_execution-_regsvcs,regasm__78931aaa8e328d30a3e47f61e2899b3b",['78931aaa8e328d30a3e47f61e2899b3b'],['Regsvcs Uninstall Method Call Test']
Initial-Success,multiple,multiple :: BITS Jobs,multiple :: ['Bitsadmin Download (PowerShell)'],multiple :: T1197,operation__atomic_windows_depfalse_pshtrue__t1197__multiple__bits_jobs__5a9be3b1696cc0cce8557f9596547e13__SAVED_2024-03-07_223516,atomic_windows_depfalse_pshtrue__t1197__multiple__bits_jobs__5a9be3b1696cc0cce8557f9596547e13,['5a9be3b1696cc0cce8557f9596547e13'],['Bitsadmin Download (PowerShell)']
Initial-Success,credential-access,credential-access :: Forced Authentication,credential-access :: ['WinPwn - PowerSharpPack - Retrieving NTLM Hashes without Touching LSASS'],credential-access :: T1187,operation__atomic_windows_depfalse_pshtrue__t1187__credential-access__forced_authentication__6b8a391237b7169d02dd6538f8290345__SAVED_2024-03-07_222826,atomic_windows_depfalse_pshtrue__t1187__credential-access__forced_authentication__6b8a391237b7169d02dd6538f8290345,['6b8a391237b7169d02dd6538f8290345'],['WinPwn - PowerSharpPack - Retrieving NTLM Hashes without Touching LSASS']
Initial-Success,persistence,persistence :: Create Account: Local Account,persistence :: ['Create a new user in PowerShell'],persistence :: T1136.001,operation__atomic_windows_depfalse_pshtrue__t1136_001__persistence__create_account-_local_account__f39aace719f4cdcf8569001f7a25aabf__SAVED_2024-03-07_220056,atomic_windows_depfalse_pshtrue__t1136_001__persistence__create_account-_local_account__f39aace719f4cdcf8569001f7a25aabf,['f39aace719f4cdcf8569001f7a25aabf'],['Create a new user in PowerShell']
Initial-Success,discovery,discovery :: Network Share Discovery,discovery :: ['Network Share Discovery PowerShell'],discovery :: T1135,operation__atomic_windows_depfalse_pshtrue__t1135__discovery__network_share_discovery__25b475e94dd2d70fcc66b2ce43c8f718__SAVED_2024-03-07_213322,atomic_windows_depfalse_pshtrue__t1135__discovery__network_share_discovery__25b475e94dd2d70fcc66b2ce43c8f718,['25b475e94dd2d70fcc66b2ce43c8f718'],['Network Share Discovery PowerShell']
Initial-Success,multiple,multiple :: Create Process with Token,multiple :: ['WinPwn - Get SYSTEM shell - Pop System Shell using Token Manipulation technique'],multiple :: T1134.002,operation__atomic_windows_depfalse_pshtrue__t1134_002__multiple__create_process_with_token__fdc26580786ac9d3ffc38aea053cbd29__SAVED_2024-03-07_205208,atomic_windows_depfalse_pshtrue__t1134_002__multiple__create_process_with_token__fdc26580786ac9d3ffc38aea053cbd29,['fdc26580786ac9d3ffc38aea053cbd29'],['WinPwn - Get SYSTEM shell - Pop System Shell using Token Manipulation technique']
Initial-Success,command-and-control,command-and-control :: Data Encoding: Standard Encoding,command-and-control :: ['XOR Encoded data.'],command-and-control :: T1132.001,operation__atomic_windows_depfalse_pshtrue__t1132_001__command-and-control__data_encoding-_standard_encoding__5fd6b6b635191898a202dc7c21aa6068__SAVED_2024-03-07_200358,atomic_windows_depfalse_pshtrue__t1132_001__command-and-control__data_encoding-_standard_encoding__5fd6b6b635191898a202dc7c21aa6068,['5fd6b6b635191898a202dc7c21aa6068'],['XOR Encoded data.']
Initial-Success,discovery,discovery :: System Time Discovery,discovery :: ['System Time Discovery - PowerShell'],discovery :: T1124,operation__atomic_windows_depfalse_pshtrue__t1124__discovery__system_time_discovery__6913e132cdd2d9c29294490c2fbef2eb__SAVED_2024-03-07_195705,atomic_windows_depfalse_pshtrue__t1124__discovery__system_time_discovery__6913e132cdd2d9c29294490c2fbef2eb,['6913e132cdd2d9c29294490c2fbef2eb'],['System Time Discovery - PowerShell']
Initial-Success,discovery,discovery :: Peripheral Device Discovery,discovery :: ['WinPwn - printercheck'],discovery :: T1120,operation__atomic_windows_depfalse_pshtrue__t1120__discovery__peripheral_device_discovery__941eb886a05444e588fd6c17d992df98__SAVED_2024-03-07_194321,atomic_windows_depfalse_pshtrue__t1120__discovery__peripheral_device_discovery__941eb886a05444e588fd6c17d992df98,['941eb886a05444e588fd6c17d992df98'],['WinPwn - printercheck']
Initial-Success,discovery,discovery :: Peripheral Device Discovery,discovery :: ['Win32_PnPEntity Hardware Inventory'],discovery :: T1120,operation__atomic_windows_depfalse_pshtrue__t1120__discovery__peripheral_device_discovery__7b9c7afaefa59aab759b49af0d699ac1__SAVED_2024-03-07_193626,atomic_windows_depfalse_pshtrue__t1120__discovery__peripheral_device_discovery__7b9c7afaefa59aab759b49af0d699ac1,['7b9c7afaefa59aab759b49af0d699ac1'],['Win32_PnPEntity Hardware Inventory']
Initial-Success,collection,collection :: Automated Collection,collection :: ['Recon information for export with PowerShell'],collection :: T1119,operation__atomic_windows_depfalse_pshtrue__t1119__collection__automated_collection__344e7eaf650763e0d3e9f02e62c1cf4b__SAVED_2024-03-07_192942,atomic_windows_depfalse_pshtrue__t1119__collection__automated_collection__344e7eaf650763e0d3e9f02e62c1cf4b,['344e7eaf650763e0d3e9f02e62c1cf4b'],['Recon information for export with PowerShell']
Initial-Success,collection,collection :: Automated Collection,collection :: ['Automated Collection PowerShell'],collection :: T1119,operation__atomic_windows_depfalse_pshtrue__t1119__collection__automated_collection__0c7c18db582bff4d0da4b4f8fdb2be49__SAVED_2024-03-07_192245,atomic_windows_depfalse_pshtrue__t1119__collection__automated_collection__0c7c18db582bff4d0da4b4f8fdb2be49,['0c7c18db582bff4d0da4b4f8fdb2be49'],['Automated Collection PowerShell']
Initial-Success,collection,collection :: Screen Capture,collection :: ['Windows Screen Capture (CopyFromScreen)'],collection :: T1113,operation__atomic_windows_depfalse_pshtrue__t1113__collection__screen_capture__64569d9eb87191fc3cbf365a656e31ab__SAVED_2024-03-07_185518,atomic_windows_depfalse_pshtrue__t1113__collection__screen_capture__64569d9eb87191fc3cbf365a656e31ab,['64569d9eb87191fc3cbf365a656e31ab'],['Windows Screen Capture (CopyFromScreen)']
Initial-Success,defense-evasion,defense-evasion :: Modify Registry,defense-evasion :: ['Snake Malware Registry Blob'],defense-evasion :: T1112,operation__atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__f4d3c5648b8d2fab9b061016eb91f478__SAVED_2024-03-07_184138,atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__f4d3c5648b8d2fab9b061016eb91f478,['f4d3c5648b8d2fab9b061016eb91f478'],['Snake Malware Registry Blob']
Initial-Success,defense-evasion,defense-evasion :: Modify Registry,defense-evasion :: ['BlackByte Ransomware Registry Changes - Powershell'],defense-evasion :: T1112,operation__atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__d2f6cb279552f1b65a9805d63eed1689__SAVED_2024-03-07_183447,atomic_windows_depfalse_pshtrue__t1112__defense-evasion__modify_registry__d2f6cb279552f1b65a9805d63eed1689,['d2f6cb279552f1b65a9805d63eed1689'],['BlackByte Ransomware Registry Changes - Powershell']
